Item type,Authors,Title,Journal,Full journal,Publication year,Volume,Issue,Pages,Free_access OR gated?,Publisher,Date published,ISSN,ISSN (alt.),URLs,DOI,PMID,Arxiv ID,PMC ID,Copyright,Affiliation,Sub-type,Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Crucefix AL,Fleming APL,Lebus CS,Slowther AM,Fritz Z",Sharing a written medical summary with patients on the post-admission ward round: A qualitative study of clinician and patient experience,J. Eval. Clin. Pract.,Journal of evaluation in clinical practice,2021,,jep.13574,,free_access,Wiley,07/05/2021,1356-1294,1365-2753,https://onlinelibrary.wiley.com/doi/10.1111/jep.13574;http://dx.doi.org/10.1111/jep.13574;https://www.ncbi.nlm.nih.gov/pubmed/33960593;https://onlinelibrary.wiley.com/doi/abs/10.1111/jep.13574;https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/jep.13574,10.1111/jep.13574,33960593,,,http://creativecommons.org/licenses/by/4.0/,"University of Cambridge Clinical School, Cambridge, UK.; Acute Medicine, Cambridge University Hospital, Cambridge, UK.; Division of Health Sciences, Warwick Medical School, Coventry, UK.; THIS Institute (The Healthcare Improvement Studies Institute), University of Cambridge Clinical School, Cambridge, UK.",Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Castro Dopico X,Muschiol S,Christian M,Hanke L,Sheward DJ,Grinberg NF,Rorbach J,Bogdanovic G,Mcinerney GM,Allander T,Wallace C,Murrell B,Albert J,Karlsson Hedestam GB","Seropositivity in blood donors and pregnant women during the first year of SARS-CoV-2 transmission in Stockholm, Sweden",J. Intern. Med.,Journal of internal medicine,2021,,joim.13304,,free_access,Wiley,18/05/2021,0954-6820,1365-2796,https://onlinelibrary.wiley.com/doi/10.1111/joim.13304;http://dx.doi.org/10.1111/joim.13304;https://www.ncbi.nlm.nih.gov/pubmed/34008203;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8242905;https://onlinelibrary.wiley.com/doi/abs/10.1111/joim.13304;https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/joim.13304,10.1111/joim.13304,34008203,,PMC8242905,http://creativecommons.org/licenses/by/4.0/,"From the, Department of Microbiology, Tumor and Cell Biology, Karolinska Institutet, Stockholm, Sweden.; From the, Department of Microbiology, Tumor and Cell Biology, Karolinska Institutet, Stockholm, Sweden.; Department of Clinical Microbiology, Karolinska University Hospital, Stockholm, Sweden.; Cambridge Institute of Therapeutic Immunology & Infectious Disease, University of Cambridge, Cambridge, UK.; Department of Medical Biochemistry and Biophysics, Karolinska Institutet, Stockholm, Sweden.; Max Planck Institute Biology of Ageing-Karolinska Institutet Laboratory, Karolinska Institutet, Stockholm, Sweden.; Department of Clinical Microbiology, Karolinska University Hospital, Stockholm, Sweden.; Cambridge Institute of Therapeutic Immunology & Infectious Disease, University of Cambridge, Cambridge, UK.; Biostatistics Unit, Cambridge Institute of Public Health, University of Cambridge, Cambridge, UK.",Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,Barker RA,The origins of the protein spread in Parkinson's disease,Mov. Disord. Clin. Pract.,Movement disorders clinical practice,2021,,mdc3.13314,,gated,Wiley,21/07/2021,2330-1619,,https://onlinelibrary.wiley.com/doi/10.1002/mdc3.13314;http://dx.doi.org/10.1002/mdc3.13314;https://movementdisorders.onlinelibrary.wiley.com/doi/abs/10.1002/mdc3.13314,10.1002/mdc3.13314,,,,http://onlinelibrary.wiley.com/termsAndConditions#vor,"Wellcome-MRC Stem Cell institute and Department of Neurology, Addenbrooke's Hospital University of Cambridge Cambridge CB2 0QQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Kaiyrzhanov R,Zaki MS,Maroofian R,Dominik N,Rad A,Vona B,Houlden H",A novel homozygous ADCY5 variant is associated with a neurodevelopmental disorder and movement abnormalities,Mov. Disord. Clin. Pract.,Movement disorders clinical practice,2021,,mdc3.13310,,free_access,Wiley,31/07/2021,2330-1619,,https://onlinelibrary.wiley.com/doi/10.1002/mdc3.13310;http://dx.doi.org/10.1002/mdc3.13310;https://movementdisorders.onlinelibrary.wiley.com/doi/abs/10.1002/mdc3.13310;https://movementdisorders.onlinelibrary.wiley.com/doi/pdf/10.1002/mdc3.13310,10.1002/mdc3.13310,,,,http://creativecommons.org/licenses/by/4.0/,"Department of Neuromuscular Disorders University College London, Institute of Neurology London United Kingdom; Human Genetics and Genome Research Division, Clinical Genetics Department National Research Centre Cairo Egypt; Department of Otolaryngology-Head & Neck Surgery Tübingen Hearing Research Centre, Eberhard Karls University Tübingen Tübingen Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Hughes AE,De Franco E,Globa E,Zelinska N,Hilgard D,Sifianou P,Hattersley AT,Flanagan SE",Identification of GCK-maturity-onset diabetes of the young in cases of neonatal hyperglycemia: A case series and review of clinical features,Pediatr. Diabetes,Pediatric diabetes,2021,,pedi.13239,,free_access,Wiley,04/06/2021,1399-543X,1399-5448,https://onlinelibrary.wiley.com/doi/10.1111/pedi.13239;http://dx.doi.org/10.1111/pedi.13239;https://www.ncbi.nlm.nih.gov/pubmed/34085361;https://onlinelibrary.wiley.com/doi/abs/10.1111/pedi.13239;https://ore.exeter.ac.uk/repository/bitstream/handle/10871/126160/pedi.13239.pdf?sequence=2,10.1111/pedi.13239,34085361,,,http://creativecommons.org/licenses/by/4.0/,"Institute of Biomedical and Clinical Science, University of Exeter Medical School, Exeter, UK.; Department of Pediatric Endocrinology, Ukrainian Center of Endocrine Surgery, MoH of Ukraine, Kyiv, Ukraine.; Pediatric Practice, Pediatric Endocrinology and Diabetology, Witten, Germany.; Department of Neonatology, General Hospital ''Elena Venizelou'', Athens, Greece.",Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Davies KL,Smith DJ,El‐Bacha T,et al.",Development of cerebral mitochondrial respiratory function is impaired by thyroid hormone deficiency before birth in a region‐specific manner,The FASEB,,2021,,,,free_access,Wiley,2021,,,https://faseb.onlinelibrary.wiley.com/doi/abs/10.1096/fj.202100075R;https://faseb.onlinelibrary.wiley.com/doi/pdf/10.1096/fj.202100075R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review,"Chandna A,Osborn J,Bassat Q,Bell D,Burza S,D'Acremont V,Fernandez-Carballo BL,Kain KC,Mayxay M,Wiens M,Dittrich S",Anticipating the future: prognostic tools as a complementary strategy to improve care for patients with febrile illnesses in resource-limited settings,BMJ Glob Health,BMJ global health,2021,6,7,,free_access,BMJ Publishing Group Ltd,2021-07,2059-7908,,http://dx.doi.org/10.1136/bmjgh-2021-006057;https://www.ncbi.nlm.nih.gov/pubmed/34330761;https://gh.bmj.com/lookup/pmidlookup?view=long&pmid=34330761;https://www.researchgate.net/profile/Arjun-Chandna/publication/353623089_Anticipating_the_future_prognostic_tools_as_a_complementary_strategy_to_improve_care_for_patients_with_febrile_illnesses_in_resource-limited_settings/links/610cfc511e95fe241ab3bffb/Anticipating-the-future-prognostic-tools-as-a-complementary-strategy-to-improve-care-for-patients-with-febrile-illnesses-in-resource-limited-settings.pdf,10.1136/bmjgh-2021-006057,34330761,,,,"Cambodia Oxford Medical Research Unit, Angkor Hospital for Children, Siem Reap, Cambodia arjunchandna@gmail.com arjun@tropmedres.ac. Centre for Tropical Medicine & Global Health, University of Oxford, Oxford, UK. Foundation for Innovative New Diagnostics, Geneva, Switzerland. ISGlobal, Hospital Clínic, Universitat de Barcelona, Barcelona, Spain. Centro de Investigação em Saúde de Manhiça (CISM), Maputo, Mozambique. ICREA, Pg. Lluís Companys 23, Barcelona, Spain. Pediatrics Department, Hospital Sant Joan de Dé, Universitat de Barcelona, Esplugues, Barcelona, Spain. Consorcio de Investigación Biomédica en Red de Epidemiología y Salud Pública (CIBERESP), Madrid, Spain. Independent Consultant, Issaquah, Washington, USA. Médecins Sans Frontières, New Delhi, India. Centre for Primary Care and Public Health, University of Lausanne, Lausanne, Switzerland. Swiss Tropical and Public Health Institute, Basel, Switzerland. Department of Medicine, University Health Network, Toronto, Ontario, Canada. Microbiology Department, Lao-Oxford-Mahosot Hospital-Wellcome Trust Research Unit, Vientiane, Lao People's Democratic Republic. Institute of Research and Education Development (IRED), University of Health Sciences, Vientiane, Lao People's Democratic Republic. Center for International Child Health, BC Children's Hospital, Vancouver, British Columbia, Canada. Mbarara University of Science and Technology, Mbarara, Uganda. Department of Anesthesiology, Pharmacology & Therapeutics, University of British Columbia, Vancouver, British Columbia, Canada. Walimu, Kampala, Uganda.",Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review,"English M,Irimu G,Akech S,Aluvaala J,Ogero M,Isaaka L,Malla L,Tuti T,Gathara D,Oliwa J,Agweyu A",Employing learning health system principles to advance research on severe neonatal and paediatric illness in Kenya,BMJ Glob Health,BMJ global health,2021,6,3,,free_access,BMJ Publishing Group Ltd,2021-03,2059-7908,,http://dx.doi.org/10.1136/bmjgh-2021-005300;https://www.ncbi.nlm.nih.gov/pubmed/33758014;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7993294;https://gh.bmj.com/lookup/pmidlookup?view=long&pmid=33758014;https://gh.bmj.com/content/6/3/e005300.abstract,10.1136/bmjgh-2021-005300,33758014,,PMC7993294,,"Health Services Unit, KEMRI-Wellcome Trust Research Programme Nairobi, Nairobi, Kenya MEnglish@kemri-wellcome.org. Oxford Centre for Global Health Research, Nuffield Department of Clinical Medicine, Oxford, UK. Health Services Unit, KEMRI-Wellcome Trust Research Programme Nairobi, Nairobi, Kenya. Department of Paediatrics and Child Health, University of Nairobi, Nairobi, Kenya. Epidemiology and Demography, KEMRI-Wellcome Trust Research Programme Nairobi, Nairobi, Kenya.",Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review,Enright K,Elusive quality: the challenges and ethical dilemmas faced by international non-governmental organisations in sourcing quality assured medical products,BMJ Glob Health,BMJ global health,2021,6,Suppl 3,,free_access,BMJ Publishing Group Ltd,2021-05,2059-7908,,http://dx.doi.org/10.1136/bmjgh-2020-004339;https://www.ncbi.nlm.nih.gov/pubmed/34049937;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8166619;https://gh.bmj.com/lookup/pmidlookup?view=long&pmid=34049937;https://gh.bmj.com/content/6/Suppl_3/e004339.abstract;https://gh.bmj.com/content/bmjgh/6/Suppl_3/e004339.full.pdf,10.1136/bmjgh-2020-004339,34049937,,PMC8166619,,"Nuffield Department of Population Health, University of Oxford, London, UK katherine.enright@stx.ox.ac.uk.",Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review,"Hrynick TA,Ripoll Lorenzo S,Carter SE",COVID-19 response: mitigating negative impacts on other areas of health,BMJ Glob Health,BMJ global health,2021,6,4,,free_access,BMJ Publishing Group Ltd,2021-04,2059-7908,,http://dx.doi.org/10.1136/bmjgh-2020-004110;https://www.ncbi.nlm.nih.gov/pubmed/33858832;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8053814;https://gh.bmj.com/lookup/pmidlookup?view=long&pmid=33858832;https://gh.bmj.com/content/6/4/e004110.abstract,10.1136/bmjgh-2020-004110,33858832,,PMC8053814,,"Health and Nutrition Cluster, Institute of Development Studies, Brighton, UK T.Hrynick1@ids.ac.uk. Health and Nutrition Cluster, Institute of Development Studies, Brighton, UK. Public Health Emergencies, UNICEF, Geneva, Switzerland.",Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review,"Uy CE,Binks S,Irani SR",Autoimmune encephalitis: clinical spectrum and management,Pract. Neurol.,Practical neurology,2021,,,,free_access,BMJ Publishing Group Ltd,09/06/2021,1474-7758,1474-7766,http://dx.doi.org/10.1136/practneurol-2020-002567;https://www.ncbi.nlm.nih.gov/pubmed/34108243;http://pn.bmj.com/lookup/pmidlookup?view=long&pmid=34108243;https://pn.bmj.com/lookup/pmidlookup?view=long&pmid=34108243;https://pn.bmj.com/content/early/2021/06/09/practneurol-2020-002567.abstract,10.1136/practneurol-2020-002567,34108243,,,,"Oxford Autoimmune Neurology Group, Nuffield Department of Clinical Neurosciences, Oxford, UK. Department of Neurology, Oxford University Hospitals NHS Foundation Trust, Oxford, UK. Oxford Autoimmune Neurology Group, Nuffield Department of Clinical Neurosciences, Oxford, UK sarosh.irani@ndcn.ox.ac.uk.",Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review,"Leonzino M,Reinisch KM,De Camilli P",Insights into VPS13 properties and function reveal a new mechanism of eukaryotic lipid transport,Biochim. Biophys. Acta Mol. Cell Biol. Lipids,"Biochimica et Biophysica Acta, Molecular and Cell Biology of Lipids",2021,1866,10,159003,free_access,Elsevier,2021-10,1879-2618,1388-1981,http://dx.doi.org/10.1016/j.bbalip.2021.159003;https://www.ncbi.nlm.nih.gov/pubmed/34216812;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8325632;https://linkinghub.elsevier.com/retrieve/pii/S1388-1981(21)00131-1;https://www.sciencedirect.com/science/article/pii/S1388198121001311,10.1016/j.bbalip.2021.159003,34216812,,PMC8325632,,"Department of Neuroscience, Howard Hughes Medical Institute, Program in Cellular Neuroscience, Neurodegeneration and Repair, Kavli Institute for Neuroscience, Yale School of Medicine, New Haven, USA; Department of Cell Biology, Yale School of Medicine, New Haven, CT, USA; Aligning Science Across Parkinson's (ASAP) Collaborative Research Network, Chevy Chase, MD, USA; CNR Institute of Neuroscience, Milan, Italy and Humanitas Clinical and Research Center, Rozzano, MI, Italy. Electronic address: marianna.leonzino@in.cnr.it. Department of Cell Biology, Yale School of Medicine, New Haven, CT, USA; Aligning Science Across Parkinson's (ASAP) Collaborative Research Network, Chevy Chase, MD, USA. Electronic address: karin.reinisch@yale.edu. Department of Neuroscience, Howard Hughes Medical Institute, Program in Cellular Neuroscience, Neurodegeneration and Repair, Kavli Institute for Neuroscience, Yale School of Medicine, New Haven, USA; Department of Cell Biology, Yale School of Medicine, New Haven, CT, USA; Aligning Science Across Parkinson's (ASAP) Collaborative Research Network, Chevy Chase, MD, USA. Electronic address: pietro.decamilli@yale.edu.",Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review,"Mahony J,van Sinderen D",Virome studies of food production systems: time for 'farm to fork' analyses,Curr. Opin. Biotechnol.,Current opinion in biotechnology,2021,73,,22-27,free_access,Elsevier,09/07/2021,0958-1669,1879-0429,https://www.sciencedirect.com/science/article/pii/S0958166921000987;https://linkinghub.elsevier.com/retrieve/pii/S0958166921000987;http://dx.doi.org/10.1016/j.copbio.2021.06.014;https://www.ncbi.nlm.nih.gov/pubmed/34252795,10.1016/j.copbio.2021.06.014,34252795,,,http://creativecommons.org/licenses/by/4.0/,"School of Microbiology and APC Microbiome Ireland, University College Cork, Cork, Ireland. Electronic address: j.mahony@ucc.ie.; School of Microbiology and APC Microbiome Ireland, University College Cork, Cork, Ireland. Electronic address: d.vansinderen@ucc.ie.",Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review,"Jalal S,Dastidar S,Tedesco FS","Advanced models of human skeletal muscle differentiation, development and disease: Three-dimensional cultures, organoids and beyond",Curr. Opin. Cell Biol.,Current opinion in cell biology,2021,73,,92-104,free_access,Elsevier,09/08/2021,0955-0674,1879-0410,http://dx.doi.org/10.1016/j.ceb.2021.06.004;https://www.ncbi.nlm.nih.gov/pubmed/34384976;https://linkinghub.elsevier.com/retrieve/pii/S0955-0674(21)00071-5;https://www.sciencedirect.com/science/article/pii/S0955067421000715,10.1016/j.ceb.2021.06.004,34384976,,,,"Department of Cell and Developmental Biology, University College London, WC1E 6DE London, United Kingdom. Department of Cell and Developmental Biology, University College London, WC1E 6DE London, United Kingdom; The Francis Crick Institute, 1 Midland Road, London NW1 1AT, United Kingdom; Dubowitz Neuromuscular Centre, Great Ormond Street Institute of Child Health, University College London, London WC1N 1EH, United Kingdom; Department of Paediatric Neurology, Great Ormond Street Hospital for Children, WC1N 3JH London, United Kingdom. Electronic address: f.s.tedesco@ucl.ac.uk.",Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review,"Lezmy J,Harris JJ,Attwell D",Optimising the energetic cost of the glutamatergic synapse,Neuropharmacology,Neuropharmacology,2021,197,,108727,gated,Elsevier,24/07/2021,0028-3908,1873-7064,http://dx.doi.org/10.1016/j.neuropharm.2021.108727;https://www.ncbi.nlm.nih.gov/pubmed/34314736;https://linkinghub.elsevier.com/retrieve/pii/S0028-3908(21)00282-3;https://www.sciencedirect.com/science/article/pii/S0028390821002823,10.1016/j.neuropharm.2021.108727,34314736,,,,"Department of Neuroscience, Physiology & Pharmacology, University College London, Gower Street, London, WC1E 6BT, UK. The Crick Institute, 1 Midland Road, London, NW1 1AT, UK. Department of Neuroscience, Physiology & Pharmacology, University College London, Gower Street, London, WC1E 6BT, UK. Electronic address: d.attwell@ucl.ac.uk.",Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review,"Caddy S,Papa G,Borodavka A,Desselberger U",Rotavirus research: 2014-2020,Virus Res.,Virus research,2021,,,198499,free_access,Elsevier,02/07/2021,0168-1702,1872-7492,http://dx.doi.org/10.1016/j.virusres.2021.198499;https://www.ncbi.nlm.nih.gov/pubmed/34224769;https://linkinghub.elsevier.com/retrieve/pii/S0168-1702(21)00206-9;https://www.sciencedirect.com/science/article/pii/S0168170221002069,10.1016/j.virusres.2021.198499,34224769,,,,"Cambridge Institute for Therapeutic Immunology and Infectious Disease Jeffery Cheah Biomedical Centre, Cambridge, CB2 0AW, UK. Electronic address: slc50@cam.ac.uk. MRC Laboratory of Molecular Biology, Cambridge Biomedical Campus Francis Crick Avenue, Cambridge, CB2 0QH, UK. Electronic address: gpapa@mrc-lmb.cam.ac.uk. Department of Biochemistry, University of Cambridge, Cambridge, CB2 1QW, UK. Electronic address: ab2677@cam.ac.uk. Department of Medicine, University of Cambridge, Addenbrooke's Hospital, Cambridge CB2 0QQ, UK. Electronic address: ud207@medschl.cam.ac.uk.",Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review,"Dorward J,Gbinigie O,Cai T,Roberts NW,Garrett N,Hayward G,Butler CC","The protease inhibitor lopinavir, boosted with ritonavir, as treatment for COVID-19: a rapid review",Antivir. Ther.,Antiviral therapy,2020,25,7,365-376,free_access,intmedpress.com,2020,1359-6535,2040-2058,http://dx.doi.org/10.3851/IMP3385;https://www.ncbi.nlm.nih.gov/pubmed/33704086;https://www.intmedpress.com/serveFile.cfm?sUID=f959f53d-4bcd-40ff-8b4e-433def92dcf5,10.3851/IMP3385,33704086,,,,"Nuffield Department of Primary Care Health Sciences, University of Oxford, Oxford, UK. Centre for the AIDS Programme of Research in South Africa (CAPRISA), University of KwaZulu-Natal, Durban, South Africa. Outreach Librarian Knowledge Centre, Bodleian Health Care Libraries, University of Oxford, Oxford, UK. Discipline of Public Health Medicine, School of Nursing and Public Health, University of KwaZulu-Natal, Durban, South Africa.",Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review,"Murciano-Brea J,Garcia-Montes M,Geuna S,Herrera-Rincon C",Gut Microbiota and Neuroplasticity,Cells,Cells ,2021,10,8,2084,free_access,MDPI,13/08/2021,,,https://www.mdpi.com/1228436;http://dx.doi.org/10.3390/cells10082084;https://www.mdpi.com/2073-4409/10/8/2084/pdf,10.3390/cells10082084,,,,,,Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review,"Dwivedi K,Sharkey M,Condliffe R,Uthoff JM,Alabed S,Metherall P,Lu H,Wild JM,Hoffman EA,Swift AJ,Kiely DG",Pulmonary Hypertension in Association with Lung Disease: Quantitative CT and Artificial Intelligence to the Rescue? State-of-the-Art Review,Diagnostics (Basel),"Diagnostics (Basel, Switzerland)",2021,11,4,,free_access,MDPI,09/04/2021,2075-4418,,http://dx.doi.org/10.3390/diagnostics11040679;https://www.ncbi.nlm.nih.gov/pubmed/33918838;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8070579;https://www.mdpi.com/resolver?pii=diagnostics11040679;https://www.mdpi.com/2075-4418/11/4/679;https://www.mdpi.com/2075-4418/11/4/679/pdf,10.3390/diagnostics11040679,33918838,,PMC8070579,,"Department of Infection, Immunity and Cardiovascular Disease, University of Sheffield, Sheffield S10 2RX, UK. Radiology Department, Sheffield Teaching Hospitals NHS Foundation Trust, Sheffield S10 2JF, UK. Sheffield Pulmonary Vascular Disease Unit, Royal Hallamshire Hospital, Sheffield Teaching Hospitals NHS Foundation Trust, Sheffield S10 2JF, UK. Department of Computer Science, University of Sheffield, Sheffield S1 4DP, UK. INSIGNEO, Institute for In Silico Medicine, University of Sheffield, Sheffield S1 3JD, UK. Advanced Pulmonary Physiomic Imaging Laboratory, University of Iowa, C748 GH, Iowa City, IA 52242, USA.",Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review,"Boyd J,Bambra C,Purshouse RC,Holmes J",Beyond Behaviour: How Health Inequality Theory Can Enhance Our Understanding of the 'Alcohol-Harm Paradox',Int. J. Environ. Res. Public Health,International journal of environmental research and public health,2021,18,11,,free_access,MDPI,03/06/2021,1661-7827,1660-4601,http://dx.doi.org/10.3390/ijerph18116025;https://www.ncbi.nlm.nih.gov/pubmed/34205125;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8199939;https://www.mdpi.com/resolver?pii=ijerph18116025;https://www.mdpi.com/1136758;https://www.mdpi.com/1660-4601/18/11/6025/pdf,10.3390/ijerph18116025,34205125,,PMC8199939,,"School of Health and Related Research, The University of Sheffield, S1 4DA Sheffield, UK. Population Heath Sciences Institute, Faculty of Medical Sciences, Newcastle University, NE2 4HH Newcastle upon Tyne, UK. Department of Automatic Control and Systems Engineering, The University of Sheffield, S1 3JD Sheffield, UK.",Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review,"Osibona O,Solomon BD,Fecht D",Lighting in the Home and Health: A Systematic Review,Int. J. Environ. Res. Public Health,International journal of environmental research and public health,2021,18,2,609,free_access,MDPI,12/01/2021,1661-7827,,https://www.mdpi.com/1660-4601/18/2/609;http://dx.doi.org/10.3390/ijerph18020609;https://www.mdpi.com/1660-4601/18/2/609/pdf,10.3390/ijerph18020609,,,,,,Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review,"Mugiyo H,Chimonyo VG,Sibanda M,Kunz R,Masemola CR,Modi AT,Mabhaudhi T",Evaluation of Land Suitability Methods with Reference to Neglected and Underutilised Crop Species: A Scoping Review,Land,Land,2021,10,2,125,free_access,MDPI,28/01/2021,,,https://www.mdpi.com/977170;http://dx.doi.org/10.3390/land10020125;https://www.mdpi.com/2073-445X/10/2/125/pdf,10.3390/land10020125,,,,,,Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review,"Dhirani LL,Armstrong E,Newe T","Industrial IoT, Cyber Threats, and Standards Landscape: Evaluation and Roadmap",Sensors ,Sensors ,2021,21,11,,free_access,MDPI,05/06/2021,1424-8220,,http://dx.doi.org/10.3390/s21113901;https://www.ncbi.nlm.nih.gov/pubmed/34198727;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8200965;https://www.mdpi.com/resolver?pii=s21113901;https://www.mdpi.com/1424-8220/21/11/3901;https://www.mdpi.com/1424-8220/21/11/3901/pdf,10.3390/s21113901,34198727,,PMC8200965,,"Confirm Smart Manufacturing Research Centre, V94 C928 Limerick, Ireland. Department of Electronic and Computer Engineering, University of Limerick, V94 T9PX Limerick, Ireland. Johnson & Johnson, Advanced Technology Centre, University of Limerick, V94 YHY9 Limerick, Ireland.",Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review,"Lawrence M,Evans A,Moreau T,Bagnati M,Smart M,Hassan E,Hasan J,Pianella M,Kerby J,Ghevaert C",Process analysis of pluripotent stem cell differentiation to megakaryocytes to make platelets applying European GMP,NPJ Regen Med,NPJ Regenerative medicine,2021,6,1,27,free_access,Nature Publishing Group,26/05/2021,2057-3995,,http://dx.doi.org/10.1038/s41536-021-00138-y;https://www.ncbi.nlm.nih.gov/pubmed/34040001;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8155004;https://doi.org/10.1038/s41536-021-00138-y;https://www.nature.com/articles/s41536-021-00138-y,10.1038/s41536-021-00138-y,34040001,,PMC8155004,,"Cambridge Stem Cell Institute, Jeffrey Cheah Biomedical Centre, Cambridge Biomedical Campus, Puddicombe Way, Cambridge, UK. Department of Haematology and NHS Blood and Transplant, University of Cambridge, Cambridge, UK. Bit Bio, Discovery Drive, Cambridge Biomedical Campus, Cambridge, UK. Cell and Gene Therapy Catapult, 12th Floor Tower Wing, Guy's Hospital, Great Maze Pond, London, UK. Cambridge Stem Cell Institute, Jeffrey Cheah Biomedical Centre, Cambridge Biomedical Campus, Puddicombe Way, Cambridge, UK. cg348@cam.ac.uk. Department of Haematology and NHS Blood and Transplant, University of Cambridge, Cambridge, UK. cg348@cam.ac.uk.",Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review,"Jenkins S,Shiha MG,Yones E,Wardley J,Ryding A,Sawh C,Flather M,Morris P,Swift AJ,Vassiliou VS,Garg P",Cardiovascular examination using hand-held cardiac ultrasound,J. Echocardiogr.,Journal of echocardiography,2021,,,,free_access,Springer Nature BV,02/08/2021,1349-0222,1880-344X,http://dx.doi.org/10.1007/s12574-021-00540-x;https://www.ncbi.nlm.nih.gov/pubmed/34341942;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8328483;https://dx.doi.org/10.1007/s12574-021-00540-x;https://link.springer.com/article/10.1007/s12574-021-00540-x,10.1007/s12574-021-00540-x,34341942,,PMC8328483,,"Department of Infection, Immunity and Cardiovascular Disease, University of Sheffield, Sheffield, UK. Sheffield Teaching Hospitals NHS Foundation Trust, Sheffield, UK. Norfolk and Norwich University Hospital, Norwich, UK. Norwich Medical School, University of East Anglia, Norwich, UK. Insigneo Institute for In Silico Medicine, Sheffield, UK. Department of Infection, Immunity and Cardiovascular Disease, University of Sheffield, Sheffield, UK. p.garg@uea.ac.uk. Norfolk and Norwich University Hospital, Norwich, UK. p.garg@uea.ac.uk. Norwich Medical School, University of East Anglia, Norwich, UK. p.garg@uea.ac.uk.",Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
